netst,stla,stlo,geometry,index_right,STATE,ORIG_LABEL,SGMC_LABEL,UNIT_LINK,UNIT_NAME,AGE_MIN,AGE_MAX,MAJOR1,MAJOR2,MAJOR3,MINOR1,MINOR2,MINOR3,MINOR4,MINOR5,INCIDENTAL,INDETERMIN,REF_ID,REFERENCE,GENERALIZE,DIGITAL_UR,NGMDB1,NGMDB2,NGMDB3,RuleID,FIPS_C
CI.MLAC,37.630192,-118.836052,POINT (-118.836052 37.630192),8743,CA,Qv,Qv2;0,CAQv2;0,"Quaternary volcanic flow rocks, unit 2 (Long Valley Caldera)",Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Tertiary-Neogene - Late-Pliocene,Rhyolite,,,Andesite,,,,,Basalt,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Igneous, volcanic",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,2,06
CI.MLS,34.004601,-117.561623,POINT (-117.561623 34.004601),4499,CA,Q,Q;0,CAQ;0,Quaternary alluvium and marine deposits,Phanerozoic - Cenozoic - Quaternary - Holocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Coarse-detrital,,,Fine-detrital,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Unconsolidated, undifferentiated",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,29,06
CI.MOP,34.28096,-118.904694,POINT (-118.904694 34.28096),4825,CA,Q,Q;0,CAQ;0,Quaternary alluvium and marine deposits,Phanerozoic - Cenozoic - Quaternary - Holocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Coarse-detrital,,,Fine-detrital,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Unconsolidated, undifferentiated",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,29,06
CI.MOR,33.50388,-117.139931,POINT (-117.139931 33.50388),6137,CA,Q,Q;0,CAQ;0,Quaternary alluvium and marine deposits,Phanerozoic - Cenozoic - Quaternary - Holocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Coarse-detrital,,,Fine-detrital,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Unconsolidated, undifferentiated",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,29,06
CI.MPI,34.81258,-119.145302,POINT (-119.145302 34.81258),798,CA,grMz,grMZ3;0,CAgrMZ3;0,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)",Phanerozoic - Cenozoic - Tertiary,Phanerozoic - Paleozoic - Permian - Lopingian,Granodiorite,,,Granite,Tonalite,Quartz-diorite,Quartz-monzonite,,"Diorite, Quartz-syenite, Quartz-monzodiorite, Gabbro, Trondhjemite, Monzonite, Monzodiorite, Pegmatite, Alaskite, Aplite",,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Igneous, intrusive",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,1,06
CI.MPP,34.888481,-119.813622,POINT (-119.813622 34.888481),656,CA,E,EO;0,CAEO;0,Eocene marine rocks,Phanerozoic - Cenozoic - Tertiary-Paleogene - Oligocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Paleocene,Mudstone,Sandstone,,Conglomerate,,,,,"Limestone, Siltstone, Sedimentary-breccia",,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Sedimentary, clastic",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,23,06
CI.MSC,34.038521,-116.647949,POINT (-116.647949 34.038521),3977,CA,pCc,pCAc;0,CApCAc;0,Precambrian igneous and metamorphic rock complex,Phanerozoic - Cenozoic - Tertiary-Neogene - Miocene,preCambrian-Proterozoic - Paleoproterozoic,Gneiss,,,Granitic,,,,,"Anorthosite, Syenite, Diorite, Amphibolite",,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Metamorphic, gneiss",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,9,06
CI.MSJ,33.80801,-116.967888,POINT (-116.967888 33.80801),6218,CA,Q,Q;0,CAQ;0,Quaternary alluvium and marine deposits,Phanerozoic - Cenozoic - Quaternary - Holocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Coarse-detrital,,,Fine-detrital,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Unconsolidated, undifferentiated",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,29,06
CI.NBS,34.78035,-116.557983,POINT (-116.557983 34.78035),4810,CA,Q,Q;0,CAQ;0,Quaternary alluvium and marine deposits,Phanerozoic - Cenozoic - Quaternary - Holocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Coarse-detrital,,,Fine-detrital,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Unconsolidated, undifferentiated",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,29,06
CI.NCH,34.942699,-119.67395,POINT (-119.67395 34.942699),4675,CA,Q,Q;0,CAQ;0,Quaternary alluvium and marine deposits,Phanerozoic - Cenozoic - Quaternary - Holocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Coarse-detrital,,,Fine-detrital,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Unconsolidated, undifferentiated",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,29,06
CI.NEE2,34.76759,-114.618813,POINT (-114.618813 34.76759),5511,CA,Qoa,Qoa;0,CAQoa;0,Older Quaternary alluvium and marine deposits,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Coarse-detrital,,,Fine-detrital,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Unconsolidated, undifferentiated",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,29,06
CI.NJQ,34.534119,-120.177368,POINT (-120.177368 34.534119),2844,CA,M,MI;0,CAMI;0,Miocene marine rocks,Phanerozoic - Cenozoic - Tertiary-Neogene - Pliocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Oligocene,Sandstone,Mudstone,,Siltstone,Conglomerate,,,,Gypsum,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Sedimentary, clastic",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,23,06
CI.NSS2,33.555531,-115.945862,POINT (-115.945862 33.555531),4467,CA,Q,Q;0,CAQ;0,Quaternary alluvium and marine deposits,Phanerozoic - Cenozoic - Quaternary - Holocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Coarse-detrital,,,Fine-detrital,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Unconsolidated, undifferentiated",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,29,06
CI.OAT,34.343609,-118.614418,POINT (-118.614418 34.343609),4162,CA,P,PO;0,CAPO;0,Pliocene marine rocks,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Tertiary-Neogene - Miocene,Sandstone,Mudstone,,Siltstone,Claystone,Conglomerate,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Sedimentary, clastic",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,23,06
CI.OCP,32.747551,-116.01931,POINT (-116.01931 32.747551),4467,CA,Q,Q;0,CAQ;0,Quaternary alluvium and marine deposits,Phanerozoic - Cenozoic - Quaternary - Holocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Coarse-detrital,,,Fine-detrital,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Unconsolidated, undifferentiated",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,29,06
CI.OLI,33.945389,-117.923721,POINT (-117.923721 33.945389),5880,CA,Qoa,Qoa;0,CAQoa;0,Older Quaternary alluvium and marine deposits,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Coarse-detrital,,,Fine-detrital,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Unconsolidated, undifferentiated",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,29,06
CI.OLP,32.607712,-116.930191,POINT (-116.930191 32.607712),2528,CA,Mzv,MZv4;0,CAMZv4;0,"Mesozoic volcanic rocks, unit 4 (Peninsular Ranges)",Phanerozoic - Mesozoic - Cretaceous - Early-Cretaceous,Phanerozoic - Mesozoic - Jurassic - Late-Jurassic,Felsic-volcanic,Mafic-volcanic,,Clastic,,,,,Amphibolite,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Igneous, volcanic",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,2,06
CI.OSI,34.614498,-118.723503,POINT (-118.723503 34.614498),6906,CA,QPc,QPOc;0,CAQPOc;0,Plio-Pleistocene and Pliocene loosely consolidated deposits,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Tertiary-Neogene - Miocene,Sandstone,Conglomerate,,Siltstone,Mudstone,,,,"Limestone, Evaporite, Coal, Sedimentary-breccia",,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Sedimentary, clastic",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,23,06
CI.PALA,33.38905,-117.031822,POINT (-117.031822 33.38905),1154,CA,gb,gb2;0,CAgb2;0,"Mesozoic gabbroic rocks, unit 2 (undivided)",Phanerozoic - Mesozoic - Cretaceous,Phanerozoic - Mesozoic - Triassic,Diorite,Gabbro,,,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Igneous, intrusive",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,1,06
CI.PDM,34.30336,-114.141518,POINT (-114.141518 34.30336),9348,CA,water,water;0,CAwater;0,water,,,,,,,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:",Water,ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,30,06
CI.PDU,34.120701,-117.638077,POINT (-117.638077 34.120701),4499,CA,Q,Q;0,CAQ;0,Quaternary alluvium and marine deposits,Phanerozoic - Cenozoic - Quaternary - Holocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Coarse-detrital,,,Fine-detrital,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Unconsolidated, undifferentiated",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,29,06
CI.PEM,34.166889,-117.870087,POINT (-117.870087 34.166889),3987,CA,pCc,pCAc;0,CApCAc;0,Precambrian igneous and metamorphic rock complex,Phanerozoic - Cenozoic - Tertiary-Neogene - Miocene,preCambrian-Proterozoic - Paleoproterozoic,Gneiss,,,Granitic,,,,,"Anorthosite, Syenite, Diorite, Amphibolite",,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Metamorphic, gneiss",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,9,06
CI.PER,33.861641,-117.205292,POINT (-117.205292 33.861641),6218,CA,Q,Q;0,CAQ;0,Quaternary alluvium and marine deposits,Phanerozoic - Cenozoic - Quaternary - Holocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Coarse-detrital,,,Fine-detrital,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Unconsolidated, undifferentiated",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,29,06
CI.PGA,33.491402,-117.063499,POINT (-117.063499 33.491402),6137,CA,Q,Q;0,CAQ;0,Quaternary alluvium and marine deposits,Phanerozoic - Cenozoic - Quaternary - Holocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Coarse-detrital,,,Fine-detrital,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Unconsolidated, undifferentiated",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,29,06
CI.PLM,33.353611,-116.862648,POINT (-116.862648 33.353611),343,CA,grMz,grMZ2;0,CAgrMZ2;0,"Mesozoic granitic rocks, unit 2 (Peninsular Ranges)",Phanerozoic - Mesozoic - Cretaceous - Late-Cretaceous,Phanerozoic - Mesozoic - Jurassic - Middle-Jurassic,Tonalite,,,Quartz-diorite,Granodiorite,Quartz-monzonite,,,"Granite, Pegmatite",,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Igneous, intrusive",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,1,06
CI.PLR,33.173489,-115.977745,POINT (-115.977745 33.173489),7010,CA,QPc,QPOc;0,CAQPOc;0,Plio-Pleistocene and Pliocene loosely consolidated deposits,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Tertiary-Neogene - Miocene,Sandstone,Conglomerate,,Siltstone,Mudstone,,,,"Limestone, Evaporite, Coal, Sedimentary-breccia",,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Sedimentary, clastic",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,23,06
CI.PLS,33.7953,-117.609062,POINT (-117.609062 33.7953),942,CA,J,J4;0,CAJ4;0,"Jurassic marine rocks, unit 4 (Peninsular Ranges and Western Transverse Ranges)",Phanerozoic - Mesozoic - Jurassic - Late-Jurassic,Phanerozoic - Paleozoic,Argillite,,,Graywacke,Quartzite,Phyllite,Schist,,"Chert, Conglomerate, Gneiss, Amphibolite, Marble, Limestone, Ultramafic",,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Metamorphic, sedimentary clastic",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,16,06
CI.POB2,33.68708,-116.92382,POINT (-116.92382 33.68708),276,CA,grMz,grMZ2;0,CAgrMZ2;0,"Mesozoic granitic rocks, unit 2 (Peninsular Ranges)",Phanerozoic - Mesozoic - Cretaceous - Late-Cretaceous,Phanerozoic - Mesozoic - Jurassic - Middle-Jurassic,Tonalite,,,Quartz-diorite,Granodiorite,Quartz-monzonite,,,"Granite, Pegmatite",,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Igneous, intrusive",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,1,06
CI.POP,34.728497,-118.394028,POINT (-118.394028 34.728497),4810,CA,Q,Q;0,CAQ;0,Quaternary alluvium and marine deposits,Phanerozoic - Cenozoic - Quaternary - Holocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Coarse-detrital,,,Fine-detrital,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Unconsolidated, undifferentiated",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,29,06
CI.PSD,33.823929,-116.550262,POINT (-116.550262 33.823929),4467,CA,Q,Q;0,CAQ;0,Quaternary alluvium and marine deposits,Phanerozoic - Cenozoic - Quaternary - Holocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Coarse-detrital,,,Fine-detrital,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Unconsolidated, undifferentiated",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,29,06
CI.PSR,34.091808,-117.807091,POINT (-117.807091 34.091808),8251,CA,Tv,Tv8;0,CATv8;0,"Tertiary volcanic flow rocks, unit 8 (Southern California Basin)",Phanerozoic - Cenozoic - Tertiary-Neogene - Late-Miocene - Tortonian,Phanerozoic - Cenozoic - Tertiary-Paleogene - Late-Oligocene - Chattian,Basalt,Andesite,,Basaltic-andesite,,,,,Dacite,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Igneous, volcanic",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,2,06
CI.PTD,34.004429,-118.806862,POINT (-118.806862 34.004429),2781,CA,M,MI;0,CAMI;0,Miocene marine rocks,Phanerozoic - Cenozoic - Tertiary-Neogene - Pliocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Oligocene,Sandstone,Mudstone,,Siltstone,Conglomerate,,,,Gypsum,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Sedimentary, clastic",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,23,06
CI.PUT,34.691151,-117.969193,POINT (-117.969193 34.691151),4810,CA,Q,Q;0,CAQ;0,Quaternary alluvium and marine deposits,Phanerozoic - Cenozoic - Quaternary - Holocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Coarse-detrital,,,Fine-detrital,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Unconsolidated, undifferentiated",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,29,06
CI.QAD,34.423672,-119.609261,POINT (-119.609261 34.423672),4800,CA,Q,Q;0,CAQ;0,Quaternary alluvium and marine deposits,Phanerozoic - Cenozoic - Quaternary - Holocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Coarse-detrital,,,Fine-detrital,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Unconsolidated, undifferentiated",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,29,06
CI.QLC,35.04084,-119.974251,POINT (-119.974251 35.04084),6487,CA,QPc,QPOc;0,CAQPOc;0,Plio-Pleistocene and Pliocene loosely consolidated deposits,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Tertiary-Neogene - Miocene,Sandstone,Conglomerate,,Siltstone,Mudstone,,,,"Limestone, Evaporite, Coal, Sedimentary-breccia",,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Sedimentary, clastic",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,23,06
CI.RAG,34.682892,-116.15139,POINT (-116.15139 34.682892),9285,CA,Ti,Ti7;0,CATi7;0,"Tertiary intrusive rocks (hypabyssal), unit 7 (Northern Mojave Desert)",Phanerozoic - Cenozoic - Tertiary-Neogene - Early-Pliocene - Zanclean,Phanerozoic - Cenozoic - Tertiary-Neogene - Early-Miocene - Aquitanian,Hypabyssal-rhyolite,,,Hypabyssal-andesite,Hypabyssal-dacite,,,,"Hypabyssal-basalt, Hypabyssal-basaltic-andesite",,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Igneous, intrusive",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,1,06
